#! md-business:test-spec-tsv/v1
# タイトル: git-qa 改善要望シート
# 文書番号: FB-git-qa-001
# 対象: meta-taro/git-qa
# 版: 0.1.0
# ステータス: 受付中
# 凡例: 使って気づいたことを、気づいた人がその場で 1 行足す。文章は下手でよい。空欄のままでよい列がある。行は消さずに積む（対応済も残す）。
#@ note このシートは「使った人が書く」。検証シート（docs/test-specs/）とは逆で、行を起こすのは人間、AI ではない。baseline §36。
#@ note AI が触ってよいのは 状態 と 関連Issue の 2 列だけ。要望を要約して短く書き直したり、AI 自身が思いついた改善案をここへ書いたりしない。
#@ note 原因・直し方は書かなくてよい。「何をしていたか」「どうなったか」の 2 つが埋まっていれば受け付ける。
#@ note 「どうなってほしいか」は分からなければ空欄でよい。分からないまま出すほうが、出さないより良い。
#@ note 良かった点も書く。不満だけ集めると、要望が付いていない機能と黙って使われている機能の区別が付かなくなる。
#@ note 状態は書いた人が触らなくてよい（空欄のままでよい）。未確認 → 検討中 → 対応する / 対応しない → 対応済 の順でメンテナが更新する。
#@ style 状態 未確認=#fdf3e2 検討中=#e8eaf6 対応する=#e7f6ec 対応しない=#eceff1 対応済=#c8e6c9
No.:number!	起票日:date!	起票者!	対象	種別:enum(困った|こうしたい|不具合かも|良かった|わからない)!	何をしていたか:multiline!	どうなったか:multiline!	どうなってほしいか:multiline	頻度:enum(毎回|ときどき|1回だけ)	状態:enum(未確認|検討中|対応する|対応しない|対応済)	関連Issue:url	備考:multiline
1	2026-09-04	metataro	ライブビュー	こうしたい	実機（ASUS Zenfone / Android 15）で sheets/android-settings-ja.tsv の 5 ケースを実行し、ライブビューを見ていた		今の画面みれる？問題ないんだけど、ある場所に矢印うにうにしたり、該当箇所四角く案内したりできますかね？ずっと四角があると、ちゃんとみれないのでゆっくり点滅するとか。まぁ赤い矢印がここ、ここ🎵みたいにゆれてるほうがいいか。		未確認		「どうなってほしいか」は起票者の投稿文そのまま。AI は要約していない。「何をしていたか」だけ AI が事実を書いた
